id,baseMean,baseMean1_M0,baseMean2_M2,FC_2over1,log2FC_2over1,pval,padj,X8533M0_S1,X8534M0_S4,X8535M0_S7,X8536M0_S10,X8533M2_S3,X8534M2_S6,X8535M2_S9,X8536M2_S12
Polr2l,177.3479271,156.152319,198.5435351,1.271473497,0.34650139,0.035314987,0.158870484,199.2046734,134.4021225,118.3491894,172.6532908,206.5371882,218.7274582,176.3091845,192.6003097
Camsap1,1259.132688,1173.934636,1344.330741,1.145149568,0.195536041,0.035321456,0.158870484,1072.964855,1147.668124,1164.556024,1310.54954,1281.491205,1392.462128,1262.535884,1440.833745
Fam69b,31.12552306,22.52875203,39.72229408,1.763182178,0.818181547,0.035331571,0.158875727,24.24183856,9.450149237,32.19097952,24.23204081,34.58297104,40.04868952,56.74318582,27.51432995
1110018J18Rik,1332.001493,1422.326559,1241.676428,0.872989694,-0.195963472,0.035469046,0.159453527,1509.317949,1379.721789,1361.489075,1438.777423,1313.192261,1322.633644,1106.492123,1224.387683
Cdk18,859.6703937,770.4377926,948.9029948,1.231641287,0.300582136,0.03555272,0.159748784,738.8490796,732.9115742,827.4975323,782.4929845,770.4317437,923.1736379,1159.182225,942.824373
Mccc1,453.2505292,416.0850532,490.4160052,1.178643649,0.2371276,0.035547385,0.159748784,371.0055293,400.0563177,414.6955597,478.582806,486.0828707,444.6431426,542.1000788,488.8379288
Aak1,1148.537702,1032.304876,1264.770528,1.225190888,0.293006542,0.035604494,0.159940937,825.276504,1232.719467,1103.961239,967.2622957,1108.576349,1271.28917,1423.646001,1255.57059
Gm2382,330.1630155,359.3118835,301.0141475,0.837751718,-0.255405356,0.035633871,0.160019721,375.2215012,313.954958,396.7064829,351.3645917,313.1680155,290.6097214,275.6097597,324.6690934
Dysfip1,10.80108415,14.75664138,6.845526928,0.463894646,-1.108130899,0.03564006,0.160019721,15.80989471,9.450149237,23.66983788,10.09668367,5.763828507,7.188226324,7.092898227,7.337154653
Alg13,477.3737552,438.6965773,516.0509331,1.176327694,0.234290013,0.035725738,0.160323313,385.761431,451.5071302,444.9929522,472.5247958,518.7445656,510.364069,527.9142823,507.1808154
Pknox1,1395.382928,1303.017381,1487.748474,1.14177178,0.19127431,0.035720597,0.160323313,1335.409107,1282.070247,1281.011626,1313.578546,1494.752859,1449.967939,1487.482085,1518.791013
Clptm1l,6177.72187,5802.424018,6553.019722,1.129358989,0.175504148,0.035750023,0.160351226,5644.132413,5782.441317,5894.736426,5888.385917,6555.394288,6521.775055,6598.421894,6536.487652
Ahsa2,668.9876002,717.9523281,620.0228724,0.863598944,-0.211566616,0.03574883,0.160351226,709.3372761,683.5607948,779.2110631,699.7001784,647.4700689,622.2950218,625.1883152,585.1380836
Glis2,77.77412058,65.95503555,89.59320562,1.358398261,0.441906517,0.035784358,0.160464692,47.42968414,70.35111099,66.27554607,79.763801,77.81168484,108.8502843,89.16786343,82.54298985
1700081L11Rik,2084.368331,2217.277527,1951.459134,0.880114966,-0.184236106,0.035806419,0.160523072,2020.504544,2417.138172,2219.284,2212.183392,1843.464484,1896.66486,2107.604045,1958.103148
L3mbtl2,1046.944107,975.3415745,1118.546639,1.146825552,0.197645954,0.035825497,0.160527524,998.1313529,1021.666134,995.0799845,886.4888263,1048.05615,1034.077701,1190.593631,1201.459075
Ebna1bp2,1729.491539,1616.768123,1842.214956,1.139442898,0.188328628,0.035824939,0.160527524,1623.149191,1603.375321,1634.165607,1606.382372,1871.322989,1857.64306,1795.516523,1844.377251
Zfp462,1.860047796,0.262504145,3.457591447,13.17156893,3.719355297,0.035965238,0.161113014,0,1.050016582,0,0,0.960638084,6.161336849,3.039813526,3.668577327
Sart3,1436.083931,1341.962485,1530.205377,1.140274333,0.189380956,0.03606193,0.161464675,1361.758931,1349.271308,1316.98978,1339.829923,1546.627316,1497.204854,1488.495357,1588.493982
Jmjd7,53.30612137,62.67300614,43.9392366,0.701087108,-0.51233439,0.036054396,0.161464675,62.18558587,75.6011939,48.28646928,64.61877549,42.26807572,62.64025797,31.41140644,39.43720626
Eid2b,161.8670638,144.100815,179.6333127,1.246580824,0.317976425,0.03608491,0.161526831,150.7209963,121.8019235,137.2850597,166.5952806,185.4031503,158.1409791,182.3888116,192.6003097
Ccbe1,10.23240388,5.310299486,15.15450828,2.853795407,1.512881909,0.03615291,0.161790423,3.161978943,7.350116074,5.680761092,5.048341835,8.64574276,7.188226324,27.35832173,17.4257423
1700013N18Rik,24.79359302,18.60821732,30.97896871,1.664800457,0.735349266,0.036192955,0.161928814,22.1338526,24.15038138,17.04228327,11.10635204,38.42552338,27.72601582,38.50430466,19.26003097
Zbtb45,253.7070812,229.4593687,277.9547937,1.211346459,0.276611551,0.036214298,0.161983479,203.4206453,217.3534325,223.4432696,273.6201275,252.6478162,279.3139372,282.7026579,297.1547635
Cdan1,1207.038805,1124.156931,1289.92068,1.147456058,0.198438906,0.036236727,0.162042975,1077.180826,1179.168622,1097.333684,1142.944592,1251.711424,1372.951228,1334.478138,1200.54193
Akirin1,5984.121376,6345.714257,5622.528495,0.886035561,-0.174563492,0.036246102,0.16204408,5927.656524,6987.860353,6325.527475,6141.812677,5539.039195,6061.72857,5202.134214,5687.212001
Wwp1,1743.918606,1629.383832,1858.453379,1.140586608,0.189775999,0.036271246,0.162115668,1487.184096,1690.526697,1690.026425,1649.798112,2044.237844,1822.728818,1827.9412,1738.905653
Scamp1,3845.584463,4088.80323,3602.365697,0.881031807,-0.182733991,0.036285843,0.16214009,4006.22732,3990.063011,3924.459121,4434.463468,3787.795967,3325.06812,3323.529455,3973.069245
Pgpep1,1129.90195,1207.720846,1052.083054,0.871130988,-0.199038428,0.036388157,0.162556354,1239.495745,1186.518738,1157.928469,1246.940433,1018.27637,1067.965054,1032.523328,1089.567466
Kcne3,23.25118493,30.08674703,16.41562283,0.54560976,-0.874058643,0.036470461,0.16288304,29.51180346,39.90063011,38.81853413,12.1160204,17.29148552,19.51090002,14.18579645,14.67430931
2810004N23Rik,676.7218244,626.0113784,727.4322704,1.16201126,0.216624048,0.036498121,0.162894741,671.3935288,657.3103803,622.0433395,553.2982652,666.6828306,826.6460273,728.5419751,687.8582488
Adpgk,1460.072325,1362.383714,1557.760936,1.143408366,0.193340751,0.036509783,0.162894741,1351.219001,1426.972535,1356.755107,1314.588214,1551.430506,1719.012981,1508.76078,1451.839477
Gtf2f1,2080.320429,1947.371541,2213.269317,1.136541882,0.184650849,0.036492901,0.162894741,1844.487717,1937.280594,1940.926706,2066.791147,2205.625042,2183.167024,2209.944433,2254.340767
Mynn,1170.075517,1248.43449,1091.716544,0.874468426,-0.1935218,0.036501159,0.162894741,1227.901823,1215.919202,1299.947496,1249.969438,1115.300816,1180.922896,1012.257904,1058.384559
Exoc1,4459.674758,4730.900035,4188.44948,0.885338826,-0.175698404,0.036526483,0.162928306,4680.782828,4540.2717,4733.967576,4968.578034,4325.753294,4167.117489,4091.589006,4169.338132
Ccrn4l,98.13692352,84.50515744,111.7686896,1.32262566,0.403404796,0.036577345,0.163114196,75.88749462,79.80126023,97.51973207,84.81214283,115.2765701,111.9309528,132.738524,87.12871151
Vapa,9226.275622,9779.522357,8673.028886,0.886856082,-0.17322809,0.036705408,0.163644178,9477.504884,10021.35826,9299.405907,10319.82038,8742.767207,8971.933342,8228.775215,8748.63978
St8sia4,6370.097889,6840.458992,5899.736787,0.862476742,-0.213442542,0.036715473,0.163647953,6310.255976,7231.4642,7666.187093,6153.928697,6552.512374,6183.928418,5441.266211,5421.240145
Grk4,54.79445879,64.17089271,45.41802486,0.707766761,-0.498654086,0.036766953,0.163836273,59.02360693,64.0510115,71.00951364,62.59943876,48.03190422,33.88735267,55.72991464,44.02292792
Gm4980,5.6553442,2.829823412,8.480864988,2.996959087,1.583499389,0.036813279,0.164001542,4.215971923,4.200066328,1.893587031,1.009668367,10.56701893,7.188226324,6.079627052,10.08858765
Tmx4,2680.004988,2851.23289,2508.777086,0.879892026,-0.184601597,0.036940798,0.164487079,2999.664024,2909.595949,2796.828044,2698.843545,2878.071701,2351.576898,2335.590059,2469.869685
Hist2h2bb,692.1613128,755.061546,629.2610796,0.833390447,-0.262935531,0.036932599,0.164487079,879.030146,676.2106788,684.5317115,780.4736477,572.5402983,624.3488007,593.7769087,726.3783107
Hnrnpl,5863.197602,5508.385119,6218.010085,1.128826317,0.174823528,0.036986988,0.164651453,5519.761241,5396.035215,5605.964404,5511.779616,5907.92422,6149.014176,6514.320386,6300.781559
Mrpl27,1151.476331,1230.272393,1072.68027,0.871904691,-0.197757655,0.03700265,0.16467988,1282.709458,1243.219633,1197.693797,1197.466683,1076.875293,1057.696159,1082.173615,1073.976012
Zfp644,3375.752767,3584.548377,3166.957156,0.883502417,-0.178694013,0.037032275,0.164770422,3307.429974,3626.757274,3571.30514,3832.701121,3304.595011,3071.426419,3057.039136,3234.768058
E330020D12Rik,55.02976941,45.36816264,64.69137618,1.425920126,0.51189317,0.037058569,0.164819846,31.61978943,45.15071302,50.18005631,54.52209182,48.03190422,83.17804747,58.76972817,68.78582488
Stk39,64.41016892,54.33039103,74.48994681,1.371054863,0.455286302,0.037061952,0.164819846,67.45555078,61.95097833,44.49929522,43.41573978,92.22125611,59.55958954,81.06169403,65.11724755
Ighmbp2,272.9922099,248.1325413,297.8518786,1.200374111,0.263484109,0.037097409,0.164936214,233.9864418,260.4041123,237.6451723,260.4944387,301.6403585,275.2063793,290.8088273,323.7519491
Eftud2,2406.227306,2256.595271,2555.859341,1.13261752,0.179660752,0.037127747,0.16502077,2179.657484,2287.986132,2172.891118,2385.846351,2676.337703,2355.684455,2614.239632,2577.175572
Fktn,440.4453577,475.7875235,405.1031918,0.85143719,-0.232027988,0.037135018,0.16502077,453.2169818,480.9075945,505.5877371,463.4377805,359.2786436,394.3255584,445.8393171,420.9692482
Setd4,108.6402005,94.83308115,122.4473199,1.291187826,0.368698881,0.037144393,0.165021124,101.1833262,86.10135972,88.05179692,103.9958418,100.8669989,109.8771738,137.8048798,141.2402271
Commd1,1491.371205,1588.132081,1394.610329,0.878145052,-0.187468831,0.037241551,0.165411374,1637.905092,1556.124574,1577.357996,1581.140663,1348.735871,1626.592928,1259.496071,1343.616446
Zfp566,58.07105664,48.53242662,67.60968666,1.393082757,0.478280964,0.037261834,0.165460066,43.21371222,51.45081251,53.02043685,46.44474489,59.55956124,53.39825269,64.84935522,92.6315775
Arc,74.44656794,57.24629485,91.64684104,1.600921794,0.678902833,0.037317606,0.165531752,40.05173327,70.35111099,38.81853413,79.763801,76.85104676,93.44694222,67.88916875,128.4002064
Dnmbp,354.1718612,322.8573958,385.4863266,1.193983262,0.255782612,0.037296527,0.165531752,321.4678592,301.354759,331.3777303,337.2292346,359.2786436,439.5086953,399.2288431,343.9291244
Wtip,475.1387631,437.1786207,513.0989054,1.173659646,0.231014097,0.03731543,0.165531752,435.2991011,393.7562182,427.9506689,491.7084948,448.6179854,511.3909585,542.1000788,550.286599
Dvl2,767.8338836,711.6592048,824.0085624,1.157869605,0.211472792,0.037308976,0.165531752,733.5791147,752.8618892,711.9887235,648.2070917,834.7944954,872.8560537,859.2539567,729.1297437
Add1,6217.525646,6596.031002,5839.02029,0.88523239,-0.175871855,0.037324599,0.165531752,6679.15352,6485.952427,6242.209646,6976.808416,5975.168885,5664.322344,5723.968869,5992.621063
Rps6kl1,16.93735766,11.90271248,21.97200283,1.845966024,0.884376,0.037334411,0.165533918,16.86388769,5.25008291,11.36152218,14.13535714,30.7404187,15.40334212,24.31850821,17.4257423
Igf1r,895.14194,979.6328352,810.6510447,0.827504975,-0.27316011,0.037346865,0.16554779,875.8681671,924.0145921,982.7716688,1135.876913,712.7934587,707.5268482,907.8909731,914.3928987
Lrsam1,713.0768581,779.1493841,647.004332,0.83039831,-0.268124587,0.037367983,0.16560005,763.0909181,938.7148242,756.4880187,658.3037753,624.4147549,671.5857166,703.2101957,588.8066609
Eif4g3,1831.285409,1599.585959,2062.984859,1.289699279,0.36703471,0.037471112,0.166015633,1308.005289,1961.430975,1597.24066,1531.666913,1732.030466,2094.854529,2531.151396,1893.903045
Marcksl1,1209.139272,1480.613484,937.6650593,0.633294961,-0.659050494,0.037490693,0.166060945,1506.15597,2067.48265,1348.233966,1000.581352,875.141295,1344.198323,876.4795667,654.8410528
Hist1h2an,17.86685092,22.99008245,12.7436194,0.554309426,-0.851236555,0.037520709,0.166152445,22.1338526,22.05034822,25.56342491,22.21270408,0.960638084,12.3226737,20.26542351,17.4257423
Slc39a7,6719.018949,6320.270742,7117.767156,1.126180736,0.171438378,0.037683306,0.166830856,6475.732874,6283.299226,6322.687095,6199.363774,7122.170758,7198.495219,6900.376704,7250.025942
Prap1,7.662112462,4.370943664,10.95328126,2.50593055,1.325346432,0.037713408,0.166922498,6.323957885,6.300099492,2.840380546,2.019336734,12.4882951,11.29578422,8.106169403,11.92287631
Stxbp6,5.333892741,2.587675539,8.080109942,3.122535967,1.64271819,0.037734682,0.166944844,3.161978943,3.150049746,0,4.038673468,9.606380845,6.161336849,10.13271175,6.420010322
Ubiad1,540.7707839,498.8688982,582.6726697,1.167987565,0.224024915,0.037737265,0.166944844,511.1865957,453.6071634,519.7896399,510.8921937,592.7136981,580.1925533,564.3920447,593.3923826
Prr3,232.9378219,210.0391577,255.8364861,1.218041859,0.284563713,0.03775047,0.16696166,184.4487717,241.5038138,209.2413669,204.9626785,219.0254833,259.8030371,296.8884544,247.6289696
Exosc5,428.5762391,394.0701206,463.0823576,1.175126794,0.23281643,0.037825288,0.167250895,405.7872976,430.5067986,366.4090904,373.5772958,423.6413953,445.6700321,510.6886724,472.3293308
Arf4,4565.778561,4290.631435,4840.925687,1.128254841,0.174092968,0.037859126,0.167358831,4110.572625,4110.814918,4249.209296,4691.928902,5025.09782,4665.158884,4750.21527,4923.230772
Ppid,857.0252365,796.6709237,917.3795493,1.151516294,0.203534825,0.037888922,0.167432864,805.2506374,765.4620882,767.8495409,848.1214283,991.3785032,927.2811958,870.3999396,880.4585584
Cdc42se2,8086.270339,8570.284572,7602.256106,0.88704827,-0.172915481,0.037894736,0.167432864,8766.059622,8659.486751,8328.942554,8526.64936,8315.283259,7827.978467,6917.602314,7348.160385
Lifr,154.4343308,133.6066338,175.2620278,1.31177639,0.391521814,0.037929257,0.167543693,170.7468629,140.702222,124.0299505,98.94749997,210.3797405,170.4636528,175.2959133,144.9088044
Cpsf1,2187.356226,2039.090696,2335.621755,1.145423182,0.195880708,0.037942932,0.167562407,1904.565316,2167.234225,2136.912964,1947.65028,2285.358003,2292.017308,2674.022632,2091.089076
BC026585,586.1939499,651.8307557,520.5571442,0.798607828,-0.324440881,0.038037527,0.167938378,727.2551568,731.8615576,620.1497525,528.056556,412.1137382,574.0312165,590.7370952,505.3465268
Diras2,13.24412184,19.05036774,7.437875948,0.390432146,-1.356856255,0.038061574,0.168002764,21.07985962,33.60053062,10.41472867,11.10635204,5.763828507,11.29578422,8.106169403,4.585721658
Gm16861,41.74926113,33.72781717,49.7707051,1.475657463,0.561357874,0.038107544,0.168163864,25.29583154,40.9506467,30.29739249,38.36739795,35.54360913,50.31758427,52.69010112,60.53152589
Urgcp,1948.388231,1825.126811,2071.649652,1.135071623,0.182783335,0.038140778,0.168226889,1722.224531,1888.979831,1718.43023,1970.872653,2069.214434,2151.33345,1975.878792,2090.171932
Traf3ip2,750.9387401,830.138098,671.7393822,0.809189921,-0.305449744,0.038131646,0.168226889,993.915381,789.6124696,755.5412252,781.4833161,687.8168685,531.928748,771.0993644,696.1125477
Sertad3,331.1145687,359.9237936,302.3053437,0.839914863,-0.251684997,0.038182833,0.168370548,407.8952836,310.8049083,378.7174061,342.2775764,312.2073775,301.9055056,288.782285,306.3262068
Mpv17l2,553.0565745,510.3130752,595.8000738,1.167518731,0.223445695,0.038193521,0.168375859,506.9706238,519.7582081,504.6409436,509.8825254,558.1307271,577.1118849,673.8253316,574.1323516
Cyp27a1,223.7547172,245.381089,202.1283455,0.823732368,-0.279752415,0.038229505,0.168492651,239.2564067,245.7038802,246.166314,250.397755,211.3403786,203.324116,216.8400315,177.008856
Sbno2,5552.335295,5215.135138,5889.535452,1.129315981,0.175449206,0.038243436,0.168512215,5107.649985,5391.835148,5323.819936,5037.235483,5452.581767,5934.394275,6406.913642,5764.252125
Fbxo18,4021.283937,4265.200025,3777.367848,0.885625018,-0.175232118,0.038379028,0.169056635,4647.055053,4045.71389,4273.825928,4094.205228,4136.507592,3733.770131,3704.519417,3534.674254
1600012H06Rik,2313.032602,2460.695995,2165.36921,0.879982417,-0.184453397,0.038386036,0.169056635,2584.390789,2430.788387,2350.888298,2476.716504,2445.784563,2150.30656,1949.533741,2115.851973
Rnf6,3402.014896,3611.773484,3192.256308,0.883847318,-0.178130924,0.038434633,0.169228682,3590.954086,3531.205765,3560.890411,3764.043672,3338.217344,3036.512177,3151.273355,3243.022357
Nab2,1598.781924,1497.095625,1700.468223,1.135844761,0.183765671,0.038454335,0.169273448,1545.15371,1373.421689,1453.328046,1616.479056,1588.895392,1548.549328,1764.105116,1900.323055
Rnase4,24.41200527,18.24366638,30.58034416,1.676217024,0.745208951,0.038467701,0.169290307,22.1338526,15.75024873,18.93587031,16.15469387,29.77978062,31.83357372,40.53084701,20.1771753
Oxsr1,1071.193621,1144.612745,997.7744969,0.8717136,-0.198073876,0.038528477,0.16951575,1174.148181,1141.368025,1105.854826,1157.079949,1038.449769,961.1685485,1009.218091,982.2615792
B930041F14Rik,56.93455482,47.65809354,66.2110161,1.389292168,0.47435003,0.038557278,0.169558426,55.86162799,56.70089542,40.71212116,37.35772958,60.52019932,61.61336849,63.83608405,78.87441252
Ptpn6,13198.48313,14860.746,11536.22025,0.776288098,-0.365335926,0.038552348,0.169558426,18763.18305,12516.19766,14749.14938,13414.45392,13714.06929,10435.25084,11849.19312,10146.36774
Opn1sw,26.17350549,19.88800969,32.45900128,1.632088971,0.706719706,0.038596751,0.169689976,24.24183856,22.05034822,16.09548976,17.16436224,41.30743763,42.10246847,25.33177938,21.09431963
Micalcl,8.960202876,4.475001141,13.44540461,3.004558924,1.587153216,0.038655089,0.169781739,0,1.050016582,4.733967576,12.1160204,12.4882951,6.161336849,22.29196586,12.84002064
Dtnb,302.5037025,329.2251648,275.7822402,0.837670597,-0.255545061,0.038642535,0.169781739,297.2260206,374.8559197,339.898872,304.9198469,303.5616347,283.4214951,268.5168615,247.6289696
Tnf,2594.621057,2853.061096,2336.181019,0.818833155,-0.288358576,0.038668621,0.169781739,2606.524642,3226.700956,3001.335443,2577.683341,1985.638921,2906.097214,2332.550246,2120.437695
Ndufa1,1399.091621,1538.587612,1259.59563,0.818670071,-0.28864594,0.038675004,0.169781739,1845.541709,1365.021557,1450.487665,1493.299515,1440.957127,1306.203412,1055.828565,1235.393415
Ccdc28a,107.4730555,121.1863235,93.75978754,0.773682911,-0.370185687,0.038672109,0.169781739,121.2091928,138.6021888,124.976744,99.95716834,97.02444653,91.39316327,101.3271175,85.29442285
Mgst2,140.7703356,174.3859303,107.1547409,0.614468958,-0.702587965,0.038649838,0.169781739,215.0145681,114.4518074,219.6560955,148.42125,132.5680557,61.61336849,150.9774051,83.46013418
Gm15455,204.8805536,184.5141362,225.246971,1.220757258,0.287776356,0.038688972,0.169801068,180.2327997,165.9026199,179.8907679,212.0303571,223.8286737,181.7594371,243.1850821,252.2146912
Utp18,2261.453614,2122.466163,2400.441066,1.130967884,0.177557962,0.038708375,0.169844235,2015.234579,2275.385933,1960.80937,2238.43477,2603.329209,2426.539829,2174.479942,2397.415283
Pkd2,1640.620882,1748.804338,1532.437426,0.876277233,-0.190540719,0.038759598,0.170026971,1868.729555,1726.227261,1616.176531,1784.084005,1677.274095,1482.828402,1459.110492,1510.536714
Cdk11b,1318.067005,1230.038794,1406.095215,1.143130788,0.192990474,0.038913302,0.170659055,1254.251647,1197.018903,1273.437278,1195.447347,1362.184804,1343.171433,1544.225271,1374.799353
Cradd,125.8550388,111.0294394,140.6806382,1.267057089,0.341481528,0.038952776,0.17078998,140.1810665,90.30142605,112.6684283,100.9668367,154.6627316,126.3074054,127.6721681,154.0802477
Edem2,4605.977509,4883.285906,4328.669111,0.886425492,-0.173928724,0.039020627,0.171045232,5047.572385,4757.625133,4868.412255,4859.533851,4452.557522,4284.182889,4291.203427,4286.732606
4933400F21Rik,107.045735,128.2920605,85.79940944,0.668781911,-0.580392268,0.039033547,0.171059631,104.3453051,151.2023878,119.2959829,138.3245663,67.24466591,63.66714744,139.8314222,72.4544022
Sfi1,1422.996151,1283.865952,1562.12635,1.216736333,0.283016569,0.039082555,0.17123213,1283.763451,1360.82149,1413.562718,1077.316148,1517.808173,1561.898891,1847.193353,1321.604982
Sbf2,7063.256614,6648.651171,7477.862057,1.124718663,0.169564171,0.039106442,0.171294512,6460.976973,7067.661613,6403.164544,6662.801554,7589.040867,7843.381809,7029.062143,7449.963406
Safb,1774.77969,1629.265791,1920.293588,1.17862512,0.237104919,0.039124281,0.171330382,1485.07611,1711.527029,1464.689568,1855.770459,1685.919838,1820.675039,2172.4534,2002.126076
Nfia,302.6852154,275.8773727,329.4930582,1.194346078,0.256220938,0.039183651,0.171548053,267.7142171,298.2047093,282.1444675,255.4460969,345.8297104,290.6097214,358.6979961,322.8348048
Cox7a2l,3708.590653,3951.465454,3465.715853,0.877071024,-0.189234419,0.039247832,0.171786676,4604.895333,3678.208086,3790.014442,3732.743953,3657.149188,3444.187299,3300.224218,3461.302708
Chid1,1324.48377,1238.985653,1409.981887,1.138013087,0.186517148,0.039281195,0.171826949,1344.895044,1165.518406,1245.033473,1200.495688,1507.241155,1303.122744,1345.624121,1483.939529
Rela,2076.463622,2206.79398,1946.133264,0.881882623,-0.181341447,0.039286069,0.171826949,2097.446032,2281.686033,2136.912964,2311.130892,1888.614474,1907.960644,2071.126282,1916.831653
Fstl1,67.22567481,81.81803472,52.6333149,0.643297228,-0.636442624,0.039274888,0.171826949,42.15971923,88.20139288,106.0408737,90.87015304,42.26807572,50.31758427,63.83608405,54.11151557
Csk,2804.337438,2632.772539,2975.902337,1.13033021,0.176744297,0.03932205,0.171867656,2814.161259,2609.291206,2512.789989,2594.847703,2895.363187,2866.048524,3220.175795,2922.021841
C230096C10Rik,3719.622233,3493.973291,3945.271174,1.129164663,0.175255886,0.03932442,0.171867656,3326.401848,3448.254455,3507.869974,3693.366887,3913.639556,3835.432189,4008.50077,4023.512183
Ifi203,380.6434492,443.1119923,318.1749061,0.718046254,-0.477851315,0.039310148,0.171867656,406.8412906,476.7075282,571.8632832,317.0358673,357.3573674,299.8517267,377.9501484,237.5403819
Neurl1b,86.16432348,71.72246658,100.6061804,1.402715009,0.488221925,0.039342138,0.171875665,53.75364202,84.00132655,80.4774488,68.65744896,90.29997994,98.58138959,133.7517951,79.79155686
Fbxl3,7397.486928,7831.704428,6963.269429,0.889112899,-0.169561472,0.039345615,0.171875665,7402.192705,7826.823602,7926.55531,8171.246095,7158.675006,6818.546113,6974.3455,6901.511096
1700123O20Rik,1001.232884,1068.941941,933.5238272,0.873315745,-0.195424744,0.039369389,0.171937211,1056.100967,1047.916549,1110.588793,1061.161454,1004.827436,947.8189853,902.8246172,878.6242698
Aldh3a2,4722.153252,5008.300629,4436.005874,0.88573075,-0.175059888,0.039388782,0.171979597,5194.07741,4966.578433,4986.761445,4885.785228,5022.215906,4251.322426,4173.663971,4296.821194
Rps19,3875.176182,4106.72935,3643.623013,0.887232321,-0.172616173,0.039458892,0.172201009,4121.112555,4052.01399,4184.827337,4068.963519,3126.876965,3852.88931,3778.488213,3816.237564
Rtp4,118.390728,145.7533856,91.02807042,0.624534861,-0.67914599,0.039456139,0.172201009,159.1529401,162.7525702,188.4119095,72.69612243,115.2765701,92.42005274,72.95552462,83.46013418
Scn4a,6.115116731,3.052458338,9.177775123,3.006683173,1.588172853,0.039535776,0.172451751,0,7.350116074,2.840380546,2.019336734,7.685104676,16.4302316,7.092898227,5.50286599
Dcps,415.7618167,381.3405603,450.1830732,1.180527644,0.239431825,0.039535333,0.172451751,408.9492766,320.2550575,402.387244,393.7706632,460.1456425,469.28849,444.826046,426.4721142
Dazap1,1212.766096,1132.030736,1293.501457,1.142638106,0.192368549,0.039547364,0.172459923,1173.094188,1164.468389,1131.418251,1059.142117,1213.285901,1297.988296,1365.889544,1296.842085
Pdzd4,15.01824326,10.32154085,19.71494568,1.910077766,0.933631377,0.039605707,0.172629538,11.59392279,7.350116074,13.25510921,9.087015304,17.29148552,17.45712107,20.26542351,23.84575262
Clpp,604.368806,559.7134888,649.0241233,1.159564914,0.213583586,0.039605623,0.172629538,621.8558587,550.2086889,569.0229027,497.766505,579.2647649,668.5050482,639.3741116,708.9525684
Prrt4,1.425789387,0,2.851578773,Inf,Inf,0.039645008,0.172758425,0,0,0,0,6.724466591,0,1.013271175,3.668577327
Gabarapl2,375.5095786,407.6582176,343.3609395,0.842276507,-0.247634169,0.039681696,0.172875867,420.5431994,391.6561851,401.4404505,416.9930356,345.8297104,330.6584109,298.9149967,398.04064
2210020M01Rik,127.5732204,109.4886003,145.6578405,1.330347088,0.411802694,0.039788994,0.17324513,155.9909612,93.45147579,80.4774488,108.0345153,140.2531603,138.6300791,166.1764728,137.5716498
Rab43,3443.449821,3652.721356,3234.178285,0.885416097,-0.175572493,0.039795733,0.17324513,3543.524402,3795.809944,3574.14552,3697.40556,3256.563106,3265.50853,3211.056355,3203.585151
Abhd15,35.68333145,43.02183196,28.34483094,0.658847605,-0.601983294,0.039776597,0.17324513,27.4038175,53.55084568,41.65891467,49.47374999,24.9765902,35.94113162,21.27869468,31.18290728
A930007I19Rik,29.71319501,22.96014951,36.46624051,1.588240551,0.667429436,0.039844586,0.173415282,10.53992981,28.35044771,23.66983788,29.28038265,28.81914253,37.99491057,40.53084701,38.52006193
Rpusd2,127.3979156,112.2692521,142.526579,1.269506801,0.344268124,0.039858657,0.173434005,122.2631858,106.0516748,96.57293856,124.1892091,124.882951,160.1947581,142.8712357,142.1573714
Nrm,104.6833865,91.44652831,117.9202447,1.289499415,0.366811118,0.03992025,0.173659447,82.21145251,109.2017245,65.32875255,109.0441836,113.355294,121.172958,121.592541,115.5601858
Hps3,2690.863223,2857.190505,2524.535941,0.883572844,-0.178579016,0.03995015,0.17374694,2881.61681,2959.996744,2696.467931,2890.680535,2752.228112,2688.396645,2313.298093,2344.220912
Hmgcr,5059.903864,5496.951279,4622.85645,0.840985524,-0.249847128,0.039962686,0.173758894,5660.9963,4583.32238,5868.226208,5875.260228,5136.531838,3784.087715,4789.732846,4781.073401
Ing2,354.9997659,385.0715497,324.9279822,0.843811968,-0.245006545,0.040029987,0.174008904,378.3834801,381.1560192,345.5796331,435.1670662,345.8297104,315.2550688,341.4723861,297.1547635
Ring1,500.783875,461.7307441,539.8370059,1.16915976,0.22547208,0.040052363,0.174063548,447.9470169,458.8572463,484.7582798,455.3604335,546.6030701,547.3320901,518.7948418,546.6180217
Cyp27b1,3.106875244,1.051010682,5.162739805,4.912166827,2.296359558,0.040097151,0.174215544,1.053992981,3.150049746,0,0,7.685104676,6.161336849,4.053084701,2.751432995
Sec62,4788.679214,5080.247124,4497.111303,0.885215068,-0.175900087,0.040114427,0.17424796,5207.779318,4730.324702,4782.254046,5600.630432,4836.812755,4241.053531,4268.911462,4641.667463
Mlycd,519.0523336,478.4428941,559.6617731,1.169756684,0.226208472,0.040178271,0.174354642,490.1067361,441.0069644,513.1620853,469.4957907,577.3434888,563.7623217,567.4318582,530.1094237
Swi5,2361.956197,2509.584048,2214.328346,0.882348749,-0.1805791,0.040176565,0.174354642,2758.299631,2324.736712,2495.747706,2459.552142,2142.222928,2358.765124,2038.701605,2317.623726
